,YES_CHILD,R_HOME,D,F,G,H,I,J,M,N,O,P,R,S,U,X,Z,Male,customer_id2,net_purchase_amount,Sales_Quantity,Policy_Change,Treatment,customer_id,gender,age_band,est_income_code,ethnic_code,homeowner_code,length_of_residence,child,PC_Treatment
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001843,749.99,1.0,0,1.0,1.00000000184e+12,M,0.0,9.0,N,O,3.0,N,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001843,550.8,2.0,1,1.0,1.00000000184e+12,M,0.0,9.0,N,O,3.0,N,1.0
2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001863,634.18,1.0,0,1.0,1.00000000186e+12,M,0.0,8.0,G,R,8.0,Y,0.0
3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001863,1170.17,2.0,1,1.0,1.00000000186e+12,M,0.0,8.0,G,R,8.0,Y,1.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000001875,52.78,1.0,0,1.0,1.00000000188e+12,M,3.0,6.0,Z,O,14.0,N,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000001875,29.99,1.0,1,1.0,1.00000000188e+12,M,3.0,6.0,Z,O,14.0,N,1.0
6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000001876,70.47,3.0,0,1.0,1.00000000188e+12,F,0.0,3.0,H,R,0.0,N,0.0
7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000001876,19.99,1.0,1,1.0,1.00000000188e+12,F,0.0,3.0,H,R,0.0,N,1.0
8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000001903,64.26,1.0,0,1.0,1.0000000019e+12,F,0.0,8.0,D,O,11.0,N,0.0
9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000001903,194.93,7.0,1,1.0,1.0000000019e+12,F,0.0,8.0,D,O,11.0,N,1.0
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001905,60.43,1.0,0,1.0,1.0000000019e+12,M,3.0,4.0,N,O,6.0,Y,0.0
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000001905,45.13,1.0,1,1.0,1.0000000019e+12,M,3.0,4.0,N,O,6.0,Y,1.0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000001914,22.18,1.0,0,1.0,1.00000000191e+12,M,10.0,4.0,Z,R,2.0,N,0.0
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000001914,49.0,1.0,1,1.0,1.00000000191e+12,M,10.0,4.0,Z,R,2.0,N,1.0
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000005103,899.0,1.0,0,1.0,1.0000000051e+12,M,6.0,6.0,F,O,11.0,N,0.0
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000005103,130.13,3.0,1,1.0,1.0000000051e+12,M,6.0,6.0,F,O,11.0,N,1.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000006214,47.79,1.0,0,1.0,1.00000000621e+12,F,0.0,8.0,S,O,0.0,N,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000006214,58.49,1.0,1,1.0,1.00000000621e+12,F,0.0,8.0,S,O,0.0,N,1.0
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006439,55.0,1.0,0,1.0,1.00000000644e+12,F,4.0,6.0,N,R,0.0,N,0.0
19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006439,239.65,1.0,1,1.0,1.00000000644e+12,F,4.0,6.0,N,R,0.0,N,1.0
20,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006475,49.99,1.0,0,1.0,1.00000000648e+12,F,0.0,7.0,G,O,15.0,Y,0.0
21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006475,49.99,1.0,1,1.0,1.00000000648e+12,F,0.0,7.0,G,O,15.0,Y,1.0
22,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006479,47.5,2.0,0,1.0,1.00000000648e+12,F,0.0,2.0,H,R,11.0,Y,0.0
23,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000006479,125.0,6.0,1,1.0,1.00000000648e+12,F,0.0,2.0,H,R,11.0,Y,1.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000006499,49.0,1.0,0,1.0,1.0000000065e+12,F,4.0,9.0,S,O,15.0,N,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000006499,49.0,1.0,1,1.0,1.0000000065e+12,F,4.0,9.0,S,O,15.0,N,1.0
26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1000000007919,69.99,1.0,0,1.0,1.00000000792e+12,M,9.0,1.0,S,R,1.0,N,0.0
27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1000000007919,79.99,1.0,1,1.0,1.00000000792e+12,M,9.0,1.0,S,R,1.0,N,1.0
28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1000000007934,129.35,2.0,0,1.0,1.00000000793e+12,M,7.0,5.0,S,O,7.0,Y,0.0
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1000000007934,163.27,3.0,1,1.0,1.00000000793e+12,M,7.0,5.0,S,O,7.0,Y,1.0
30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000007969,143.52,1.0,0,1.0,1.00000000797e+12,M,9.0,2.0,H,O,6.0,Y,0.0
31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000007969,179.99,1.0,1,1.0,1.00000000797e+12,M,9.0,2.0,H,O,6.0,Y,1.0
32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000007972,549.0,1.0,0,1.0,1.00000000797e+12,M,0.0,4.0,G,O,4.0,Y,0.0
33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000007972,509.99,1.0,1,1.0,1.00000000797e+12,M,0.0,4.0,G,O,4.0,Y,1.0
34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000000007991,75.73,1.0,0,1.0,1.00000000799e+12,F,4.0,1.0,U,R,4.0,N,0.0
35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000000007991,75.74,1.0,1,1.0,1.00000000799e+12,F,4.0,1.0,U,R,4.0,N,1.0
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000008002,450.9,1.0,0,1.0,1.000000008e+12,F,0.0,6.0,N,O,15.0,Y,0.0
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000008002,1349.99,1.0,1,1.0,1.000000008e+12,F,0.0,6.0,N,O,15.0,Y,1.0
38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000009354,283.73,2.0,0,1.0,1.00000000935e+12,F,0.0,1.0,Z,R,0.0,N,0.0
39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000009354,139.99,1.0,1,1.0,1.00000000935e+12,F,0.0,1.0,Z,R,0.0,N,1.0
40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009380,269.99,1.0,0,1.0,1.00000000938e+12,F,9.0,7.0,H,R,7.0,N,0.0
41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009380,284.99,1.0,1,1.0,1.00000000938e+12,F,9.0,7.0,H,R,7.0,N,1.0
42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000009400,1752.24,1.0,0,1.0,1.0000000094e+12,M,0.0,6.0,N,O,10.0,Y,0.0
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000009400,1314.18,1.0,1,1.0,1.0000000094e+12,M,0.0,6.0,N,O,10.0,Y,1.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009402,199.0,1.0,0,1.0,1.0000000094e+12,F,0.0,3.0,N,O,3.0,Y,0.0
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009402,608.99,2.0,1,1.0,1.0000000094e+12,F,0.0,3.0,N,O,3.0,Y,1.0
46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009566,224.99,1.0,0,1.0,1.00000000957e+12,F,0.0,6.0,H,O,5.0,Y,0.0
47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009566,225.99,1.0,1,1.0,1.00000000957e+12,F,0.0,6.0,H,O,5.0,Y,1.0
48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009586,133.39,1.0,0,1.0,1.00000000959e+12,F,5.0,2.0,I,R,4.0,N,0.0
49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000009586,222.86,1.0,1,1.0,1.00000000959e+12,F,5.0,2.0,I,R,4.0,N,1.0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000009598,280.63,2.0,0,1.0,1.0000000096e+12,F,10.0,6.0,S,O,3.0,Y,0.0
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000009598,99.0,1.0,1,1.0,1.0000000096e+12,F,10.0,6.0,S,O,3.0,Y,1.0
52,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000009673,63.99,1.0,0,1.0,1.00000000967e+12,M,10.0,7.0,I,O,7.0,Y,0.0
53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000009673,79.0,1.0,1,1.0,1.00000000967e+12,M,10.0,7.0,I,O,7.0,Y,1.0
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000010286,699.99,1.0,0,1.0,1.00000001029e+12,F,0.0,9.0,Z,O,1.0,Y,0.0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000010286,847.2,3.0,1,1.0,1.00000001029e+12,F,0.0,9.0,Z,O,1.0,Y,1.0
56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000010599,705.72,2.0,0,1.0,1.0000000106e+12,M,6.0,5.0,Z,R,7.0,N,0.0
57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000010599,75.0,1.0,1,1.0,1.0000000106e+12,M,6.0,5.0,Z,R,7.0,N,1.0
58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015128,1709.99,1.0,0,1.0,1.00000001513e+12,M,5.0,1.0,N,R,11.0,N,0.0
59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015128,934.99,1.0,1,1.0,1.00000001513e+12,M,5.0,1.0,N,R,11.0,N,1.0
60,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015136,161.99,1.0,0,1.0,1.00000001514e+12,M,0.0,4.0,H,R,0.0,Y,0.0
61,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015136,335.92,3.0,1,1.0,1.00000001514e+12,M,0.0,4.0,H,R,0.0,Y,1.0
62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015169,45.13,1.0,0,1.0,1.00000001517e+12,M,0.0,1.0,Z,R,0.0,N,0.0
63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015169,196.9,4.0,1,1.0,1.00000001517e+12,M,0.0,1.0,Z,R,0.0,N,1.0
64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015171,35.98,2.0,0,1.0,1.00000001517e+12,M,4.0,3.0,Z,R,1.0,N,0.0
65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015171,59.98,2.0,1,1.0,1.00000001517e+12,M,4.0,3.0,Z,R,1.0,N,1.0
66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015187,483.8,2.0,0,1.0,1.00000001519e+12,F,6.0,9.0,G,R,15.0,N,0.0
67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015187,279.0,1.0,1,1.0,1.00000001519e+12,F,6.0,9.0,G,R,15.0,N,1.0
68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015200,37.48,1.0,0,1.0,1.0000000152e+12,F,3.0,5.0,H,O,15.0,N,0.0
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015200,49.99,1.0,1,1.0,1.0000000152e+12,F,3.0,5.0,H,O,15.0,N,1.0
70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015201,349.99,1.0,0,1.0,1.0000000152e+12,M,0.0,6.0,Z,R,15.0,N,0.0
71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000000015201,349.0,1.0,1,1.0,1.0000000152e+12,M,0.0,6.0,Z,R,15.0,N,1.0
72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015212,871.3,4.0,0,1.0,1.00000001521e+12,F,5.0,6.0,N,R,1.0,Y,0.0
73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015212,373.3,2.0,1,1.0,1.00000001521e+12,F,5.0,6.0,N,R,1.0,Y,1.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015895,32.99,1.0,0,1.0,1.0000000159e+12,F,0.0,9.0,N,O,1.0,N,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015897,299.0,1.0,0,1.0,1.0000000159e+12,M,0.0,1.0,N,O,5.0,N,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015897,187.5,1.0,1,1.0,1.0000000159e+12,M,0.0,1.0,N,O,5.0,N,1.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015922,54.99,1.0,0,1.0,1.00000001592e+12,M,0.0,3.0,N,O,15.0,N,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015922,179.99,1.0,1,1.0,1.00000001592e+12,M,0.0,3.0,N,O,15.0,N,1.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015945,199.0,1.0,0,1.0,1.00000001594e+12,M,0.0,4.0,B,O,3.0,N,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015945,307.0,3.0,1,1.0,1.00000001594e+12,M,0.0,4.0,B,O,3.0,N,1.0
81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015975,179.99,1.0,0,1.0,1.00000001598e+12,F,10.0,8.0,H,O,7.0,Y,0.0
82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000015975,229.0,1.0,1,1.0,1.00000001598e+12,F,10.0,8.0,H,O,7.0,Y,1.0
83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015976,136.93,1.0,0,1.0,1.00000001598e+12,M,9.0,4.0,H,O,15.0,N,0.0
84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000015976,179.99,1.0,1,1.0,1.00000001598e+12,M,9.0,4.0,H,O,15.0,N,1.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000016009,158.4,2.0,0,1.0,1.00000001601e+12,M,9.0,7.0,O,O,10.0,N,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000016009,715.37,9.0,1,1.0,1.00000001601e+12,M,9.0,7.0,O,O,10.0,N,1.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016030,442.17,2.0,0,1.0,1.00000001603e+12,F,0.0,7.0,N,O,4.0,N,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016030,79.0,1.0,1,1.0,1.00000001603e+12,F,0.0,7.0,N,O,4.0,N,1.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016042,289.15,1.0,0,1.0,1.00000001604e+12,F,0.0,9.0,N,O,3.0,N,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016042,895.5,1.0,1,1.0,1.00000001604e+12,F,0.0,9.0,N,O,3.0,N,1.0
91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016055,59.67,2.0,0,1.0,1.00000001606e+12,F,5.0,3.0,H,O,1.0,N,0.0
92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016055,114.99,2.0,1,1.0,1.00000001606e+12,F,5.0,3.0,H,O,1.0,N,1.0
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000016218,549.98,2.0,0,1.0,1.00000001622e+12,M,4.0,6.0,N,O,5.0,Y,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000016218,509.63,3.0,1,1.0,1.00000001622e+12,M,4.0,6.0,N,O,5.0,Y,1.0
95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016219,529.0,1.0,0,1.0,1.00000001622e+12,F,3.0,7.0,H,O,15.0,N,0.0
96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016219,392.15,1.0,1,1.0,1.00000001622e+12,F,3.0,7.0,H,O,15.0,N,1.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016220,534.43,3.0,0,1.0,1.00000001622e+12,F,9.0,9.0,N,O,6.0,N,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016220,79.0,1.0,1,1.0,1.00000001622e+12,F,9.0,9.0,N,O,6.0,N,1.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016272,213.43,1.0,0,1.0,1.00000001627e+12,F,0.0,6.0,N,O,9.0,N,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000016272,279.0,1.0,1,1.0,1.00000001627e+12,F,0.0,6.0,N,O,9.0,N,1.0
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000016278,213.43,1.0,0,1.0,1.00000001628e+12,M,0.0,6.0,N,R,1.0,N,0.0
102,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000019112,359.1,1.0,0,1.0,1.00000001911e+12,F,6.0,1.0,H,R,15.0,Y,0.0
103,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000019112,366.43,1.0,1,1.0,1.00000001911e+12,F,6.0,1.0,H,R,15.0,Y,1.0
104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000019736,268.24,1.0,0,1.0,1.00000001974e+12,F,4.0,5.0,S,O,6.0,Y,0.0
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000019736,289.15,1.0,1,1.0,1.00000001974e+12,F,4.0,5.0,S,O,6.0,Y,1.0
106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000019748,256.65,1.0,0,1.0,1.00000001975e+12,F,9.0,9.0,N,O,7.0,Y,0.0
